Timestamp,SoilHum_20cm,SoilHum_40cm,SoilHum_60cm,SoilHum_80cm,SoilHum_100cm,SoilHum_120cm,ContIonic_20cm,ContIonic_40cm,ContIonic_60cm,ContIonic_80cm,ContIonic_100cm,ContIonic_120cm,SoilTemp_mean_20cm,SoilTemp_max_20cm,SoilTemp_min_20cm,SoilTemp_mean_40cm,SoilTemp_max_40cm,SoilTemp_min_40cm,SoilTemp_mean_60cm,SoilTemp_max_60cm,SoilTemp_min_60cm,SoilTemp_mean_80cm,SoilTemp_max_80cm,SoilTemp_min_80cm,SoilTemp_mean_100cm,SoilTemp_max_100cm,SoilTemp_min_100cm,SoilTemp_mean_120cm,SoilTemp_max_120cm,SoilTemp_min_120cm
2023-08-16,11.643636363636364,5.441818181818181,11.973636363636365,2.722727272727273,1.5536363636363637,5.108181818181818,1650.6434636363635,2490.8925545454545,1568.5722090909092,1114.6660545454545,1059.1438727272728,3037.030327272727,33.31818181818182,33.72727272727273,32.872727272727275,31.518181818181816,31.736363636363638,31.281818181818185,29.91818181818182,30.0,29.827272727272728,29.94545454545454,30.018181818181816,29.87272727272727,29.30909090909091,29.354545454545452,29.227272727272727,29.563636363636363,29.6,29.50909090909091
2023-08-17,11.190833333333332,5.47375,12.257083333333334,2.705833333333333,1.55875,5.145833333333333,1714.9298416666668,2452.5742833333334,1548.1406291666665,1119.02735,1070.3832125000001,3041.6869291666667,31.912499999999998,32.387499999999996,31.412499999999998,30.433333333333334,30.616666666666664,30.2,29.72083333333333,29.787499999999998,29.633333333333336,30.125,30.175,30.054166666666664,29.55,29.570833333333336,29.508333333333336,29.71666666666667,29.733333333333334,29.65833333333333
2023-08-18,10.167083333333332,5.468333333333334,12.290833333333333,2.7529166666666662,1.5466666666666669,5.241666666666666,1913.7463375,2496.2848458333333,1551.3299208333335,1153.8404916666666,1077.3367375,3022.5271833333336,33.229166666666664,33.704166666666666,32.729166666666664,31.645833333333332,31.825,31.420833333333334,30.754166666666666,30.84583333333333,30.662499999999998,30.9375,30.995833333333334,30.875,30.1125,30.133333333333336,30.066666666666666,30.129166666666666,30.150000000000002,30.05
2023-08-19,9.309166666666668,5.399166666666667,12.224166666666667,2.8175000000000003,1.5374999999999999,5.295,2021.2742458333332,2521.409954166667,1553.5037458333334,1189.8876541666666,1080.3009208333333,2990.956791666667,32.479166666666664,33.02916666666667,31.90416666666667,31.495833333333334,31.704166666666666,31.270833333333332,30.962500000000002,31.0625,30.837500000000002,31.28333333333333,31.34583333333333,31.204166666666666,30.53333333333333,30.558333333333334,30.479166666666668,30.504166666666666,30.541666666666668,30.458333333333332
2023-08-20,8.642083333333334,5.312083333333333,12.11125,2.8020833333333335,1.5258333333333332,5.2387500000000005,2060.5235708333335,2533.832195833333,1545.5551541666666,1181.4356666666665,1074.8336333333334,3007.778479166667,31.504166666666666,31.974999999999998,31.02916666666667,30.8875,31.041666666666668,30.691666666666666,30.683333333333334,30.741666666666664,30.59166666666667,31.191666666666666,31.245833333333334,31.137500000000003,30.575,30.620833333333334,30.537499999999998,30.608333333333334,30.641666666666666,30.558333333333334
2023-08-21,7.962083333333333,5.2437499999999995,12.010416666666666,2.78375,1.5104166666666667,5.180416666666667,2145.362166666667,2585.973470833333,1550.8674291666666,1177.5081,1070.7243333333333,3034.429545833333,32.59166666666667,33.0625,32.112500000000004,31.275000000000002,31.429166666666664,31.066666666666666,30.804166666666664,30.866666666666664,30.704166666666666,31.183333333333334,31.254166666666666,31.125,30.554166666666664,30.59583333333333,30.495833333333334,30.5625,30.599999999999998,30.52916666666667
2023-08-22,7.37375,5.1345833333333335,11.93,2.765833333333333,1.4945833333333332,5.123333333333333,2185.8952041666666,2645.587058333333,1563.1616625,1173.9413124999999,1068.5788958333333,3063.7390833333334,32.487500000000004,32.90416666666667,32.041666666666664,31.40833333333333,31.604166666666668,31.241666666666664,31.05,31.137500000000003,30.96666666666667,31.445833333333336,31.5,31.395833333333332,30.741666666666664,30.787499999999998,30.708333333333332,30.7625,30.791666666666668,30.679166666666664
2023-08-23,6.888333333333333,5.04375,11.859583333333333,2.749166666666667,1.4804166666666667,5.060416666666667,2220.371275,2686.285033333333,1574.2266541666668,1167.8756291666666,1064.8750375,3092.4695374999997,32.90416666666667,33.449999999999996,32.35,31.570833333333336,31.754166666666666,31.366666666666664,31.104166666666668,31.1875,31.004166666666666,31.479166666666668,31.52916666666667,31.400000000000002,30.804166666666664,30.8625,30.745833333333334,30.8125,30.866666666666664,30.75
2023-08-24,6.53625,4.946666666666666,11.788333333333334,2.7325,1.4595833333333335,4.9904166666666665,2213.9705708333336,2696.004775,1584.0839041666668,1160.9657458333334,1058.2487791666665,3123.3585083333332,31.604166666666668,31.95,31.224999999999998,30.97083333333333,31.108333333333334,30.8125,30.941666666666666,31.004166666666666,30.854166666666668,31.47083333333333,31.516666666666666,31.40416666666667,30.891666666666666,30.925,30.84583333333333,30.925,30.962500000000002,30.866666666666664
2023-08-25,6.28875,4.892083333333333,11.752916666666666,2.715,1.44125,4.925833333333333,2403.1783875,2748.2067625,1593.3185291666666,1157.5894458333335,1053.4126041666666,3149.5866291666666,34.237500000000004,34.7875,33.65,31.920833333333334,32.125,31.679166666666664,31.150000000000002,31.21666666666667,31.045833333333334,31.458333333333332,31.508333333333336,31.3625,30.7625,30.808333333333334,30.712500000000002,30.8,30.854166666666668,30.754166666666666
